label	input	output
1	"Is the question: ""hepatic steatosis of the liver"" answered by the document: ""Steatosis is also known as nonalcoholic fatty litter disease, or NAFLD. The definition of steatosis is an infiltration of the liver by fatty cells; these cells are generally triglycerides, which are usually processed by the liver for the body's future energy uses.""? Give an explanation."	true. Explanation:The question is about hepatic steatosis of the liver. The passage describes steatosis and its definition.
0	"Is the question: ""how long has o.j. simpson been in prison"" answered by the document: ""According to the Star Bulletin, this is a Class C felony which is punishable by a maximum of four years in prison. I didn't know he had legal troubles. I knew Dog was in prison for murder a long time ago and his son was in prison for drugs or something but I haven't heard anything about his brother. Very interesting.""? Give an explanation."	false. Explanation:The question is about how long O.J. Simpson has been in prison. The passage is about O.J. Simpson's legal troubles.
1	"Is the question: ""what causes pseudomonas bacteria in spa"" answered by the document: ""The ubiquitous gram-negative facultative anaerobic bacteria P. aeruginosa is the causitive bacteria. It causes opportunistic infections. The bacteria is found routinely in soil and water sources, and grows and multiples rapidly in warm water. Improper maintenance of a hot tub can lead to the overgrowth of the bacteria. The bacteria is capable of producing a variety of pigments, the most well known being pyocyanin, which is a blue-green pigment. It is typically grown in the lab on blood agar, MacConkey agar or Pseudomonas isolation agar.""? Give an explanation."	true. Explanation:The question is what causes pseudomonas bacteria in spa. The passage describes the cause of pseudomonas bacteria in spa.
0	"Is the question: ""what is nqf"" answered by the document: ""Consider studying for a postgraduate diploma or certificate... What are postgraduate diplomas and certificates? Postgraduate diplomas and certificates are taught postgraduate courses at level 7 on the National Qualifications Framework (NQF) - the same level as Masters degrees.""? Give an explanation."	false. Explanation:The question is about what is nqf. The passage is about postgraduate diplomas and certificates.
1	"Is the question: ""which sculptor created a statue of david the first of its kind"" answered by the document: ""Statue of David (1440-43) by Donatello. Without doubt one of the greatest sculptures of the quattrocento, and an iconic work of Renaissance sculpture, the bronze statue of David, by Donatello (1386-1466), is one of the most daring interpretations of a Biblical theme in the history of sculpture.""? Give an explanation."	true. Explanation:The question is which sculptor created a statue of David. The passage states that Donatello created the statue of David.
0	"Is the question: ""can i get an online copy of my ap test scores"" answered by the document: ""Post-test SUS scores do correlate with task performance, although the correlation is modest (around r= .24 for completion rates and time), which means that only around 6% of the SUS scores are explained by what happens in the usability test.""? Give an explanation."	false. Explanation:The question is about getting online copy of AP test scores. The passage is about the correlation between SUS scores and task performance.
1	"Is the question: ""what is a compact"" answered by the document: ""compact (comparative more compact, superlative most compact) 1  Closely packed, i.e. packing much in a small space. 2  Having all necessary features fitting neatly into a small space. ( 3 mathematics, not comparable, of a set in an Euclidean space) Closed and bounded.""? Give an explanation."	true. Explanation:The question is what is a compact. The passage defines a compact.
0	"Is the question: ""what are coude tip catheters"" answered by the document: ""If the bartenders are separate from the caterer (usually the case when you have a separate contract for the bar), 10-15% of the total bar bill is a fairly standard tip. Again, double check that the service charge is not the tip.n our area (Washington, D.C.), $50-$100 is the standard tip for the Banquet Manager and the Executive Chef and $25-$50 is standard tip for the individual servers, bartenders and kitchen staff.""? Give an explanation."	false. Explanation:The question is about coude tip catheters. The passage is about tips in Washington D.C.
1	"Is the question: ""define margin of safety accounting"" answered by the document: ""Margin of safety (financial) Margin of safety (safety margin) is the difference between the intrinsic value of a stock and its market price. Another definition: In Break even analysis (accounting), margin of safety is how much output or sales level can fall before a business reaches its breakeven point. 1 History.""? Give an explanation."	true. Explanation:The question is define margin of safety accounting. The passage defines margin of safety in financial and accounting terms.
0	"Is the question: ""what part of the brain which links the endocrine window"" answered by the document: ""The pituitary, a pea-sized gland at the base of the brain, produces a number of hormones. Each of these hormones affects a specific part of the body (a target organ or tissue). Because the pituitary controls the function of most other endocrine glands, it is often called the master gland.Hormone.he pituitary is a pea-sized gland that is housed within a bony structure (sella turcica) at the base of the brain. The sella turcica protects the pituitary but allows very little room for expansion. The pituitary controls the function of most other endocrine glands and is therefore sometimes called the master gland.""? Give an explanation."	false. Explanation:The question is about the part of the brain that links the endocrine window. The passage is about the pituitary gland and its function.
1	"Is the question: ""mission select insurance claims phone number"" answered by the document: ""Life can be stressful enough without worrying about your insurance claim. Whether you need to report a claim, learn more about the claims process or speak to a MissionSelect team member, we will be there for you!There are a couple of ways to get your claim started. 1. Contact your agent: Your agent is well trained and equiped to assist you in reporting your loss.Your agentâs telephone number can be located on the the Declarations Page of your insurance policy.ational Unity Insurance Company (policy number prefixes PHC and HOP): 800-780-6941, Opt 3. Aegis Security Insurance Company (policy number prefixes PKC and KOP): 800-233-2160. 3. Fill out the claims form below to start the process.""? Give an explanation."	true. Explanation:The question is about the mission select insurance claims phone number. The passage provides the phone number for MissionSelect insurance claims.         Let me know if you'd like me to analyze another passage!
0	"Is the question: "" The vitamin that prevents beriberi is "" answered by the document: ""Carrot (Daucus carota) is natural herb ingredient of FortiFiâ¢. Carrot (Daucus carota) â is a rich source of carotene (pro-vitamin A), vitamin Ð²1, vitamin Ð²2, vitamin Ð²3, vitamin Ð²6, vitamin Ñ, vitamin Ðµ, vitamin Ðº, minerals salts (potassium, cobalt, iron, magnesium, copper, iodine, phosphorus).""? Give an explanation."	false. Explanation:The question is about the vitamin that prevents beriberi. The passage is about the ingredients of FortiFiâ¢.
1	"Is the question: ""how many g is a cup of flour"" answered by the document: ""How many grams of all purpose flour (APF) are in 1 US cup? The answer is: The change of 1 us cup (US cup) unit in a all purpose flour (APF) measure equals = into 125.00 g (gram) as per the equivalent measure and for the same all purpose flour (APF) type.""? Give an explanation."	true. Explanation:The question is how many grams are in a cup of flour. The passage provides the answer.
0	"Is the question: ""starship voyager cast"" answered by the document: ""Hereâs a peek at what will be coming to Subnautica in the next few weeks: The explosion and exploration of the Aurora starship. Back at in 2014, an extremely early prototype of Subnautica was shown at PAX East. A two dimensional starship, cut out from Coryâs concept art, was placed on the ocean horizon.e can never be sure when we will release updates. The Crash Site might happen in one, two, or three weeks. Itâs likely to be some time in April. Sign up to the Subnautica mailing list to find out the moment the update is released.""? Give an explanation."	false. Explanation:The question is about the cast of starship voyager. The passage is about Subnautica.
1	"Is the question: ""who originally wrote the song endless love"" answered by the document: ""Diana Ross and Lionel Richie Endless Love from Endless Love: Original Motion Picture Soundtrack. Endless Love is a song written by Lionel Richie and originally recorded as a duet between Richie and fellow soul singer Diana Ross. In this ballad, the singers declare their endless love for one another.""? Give an explanation."	true. Explanation:The question is who originally wrote the song endless love. The passage states who wrote the song and who originally recorded it.
0	"Is the question: ""how many physicians in the us"" answered by the document: ""Among other changes, the proposed regulations feature two new exceptions to Stark, including allowing payments to physicians to employ non-physician practitioners. That exception is meant to ease shortages of primary-care physicians, among other things, according to a notice the CMS published in the Federal Register.""? Give an explanation."	false. Explanation:The question is about the number of physicians in the US. The passage is about changes in regulations for physicians.
1	"Is the question: ""what do donkeys eat"" answered by the document: ""Donkeys are grazing animals, just like horses. In the wild, they mainly graze on grass. However, they also eat straw, tree leaves, bark, some flowers and brambles. Donkeys that are are raised by humans are fed hay (dried grass) when the grass is not growing. Donkeys love eating bread, peppermints and ginger biscuits, but these rot their teeth! Facts About Donkeys.""? Give an explanation."	true. Explanation:The question is what do donkeys eat. The passage describes what donkeys eat in the wild and in human care.        Please provide the passage you want me to evaluate.
0	"Is the question: ""will the stomach heal after sleeve"" answered by the document: ""Peptic Ulcer Disease. Chocolate may cause you stomach pain if you have a hole in the lining of your stomach or small intestine called a peptic ulcer. With treatment, ulcers heal in several months, so you should be able to enjoy chocolate again, according to MedlinePlus.eartburn and GERD. Chocolate is a common trigger for gastroesophageal reflux disease, a more serious condition related to heartburn. GERD occurs when the sphincter between the stomach and esophagus does not seal tightly, allowing stomach acid to wash back into the esophagus.""? Give an explanation."	false. Explanation:The question is about the healing of the stomach after a sleeve gastrectomy. The passage talks about peptic ulcers and GERD.
1	"Is the question: ""_____ is commonly known as a wryneck."" answered by the document: ""For the bird, see Wryneck. Torticollis, also known as a crick in the neck, wry neck or loxia, is a dystonic condition defined by an abnormal, asymmetrical head or neck position, which may be due to a variety of causes. The term torticollis is derived from the Latin words tortus for twisted and collum for neck.""? Give an explanation."	true. Explanation:The question is what is commonly known as a wryneck. The passage describes wryneck as a condition with abnormal head or neck position.
0	"Is the question: ""what is the etiology (cause of bse)"" answered by the document: ""The Antiquity of the Cam Deformity: A Comparison of Proximal Femoral Morphology Between Early and Modern Humans. [Show abstract] [Hide abstract] ABSTRACT: Background: The precise etiology of cam impingement continues to be incompletely understood.""? Give an explanation."	false. Explanation:The question is about the cause of BSE. The passage is about the etiology of cam impingement.
1	"Is the question: ""how long can you keep joint of beef frozen"" answered by the document: ""How long? Well, beef can stay in the freezer for about 1-2 Months but NO more than that. If it stays in too long, it will get frostbite and not taste as well as it would if â¦ you got it out between the 1-2 month time period. Enjoy!!:D. Foods of this kind can be frozen for a long time. If it is stored in an air tight container. It can last up to 6 months to a year in the freezer. 22 people found this useful.""? Give an explanation."	true. Explanation:The question is how long can you keep joint of beef frozen. The passage talks about how long beef can be frozen.
0	"Is the question: ""aurora borealis is commonly known as"" answered by the document: ""Aurora Pharmacy in Oshkosh, reviews by real people. Yelp is a fun and easy way to find, recommend and talk about whatâs great and not so great in Oshkosh and beyond.""? Give an explanation."	false. Explanation:The question is about the name of aurora borealis. The passage is about a pharmacy in Oshkosh.
1	"Is the question: ""function of the left pulmonary artery"" answered by the document: ""From Wikipedia, the free encyclopedia. The left pulmonary artery or left branch of the pulmonary artery, shorter and somewhat smaller than the right, passes horizontally in front of the descending aorta and left bronchus to the root of the left lung, where it divides into two branches.""? Give an explanation."	true. Explanation:The question is about the function of the left pulmonary artery. The passage describes the location and function of the left pulmonary artery.
0	"Is the question: ""where does an umbilical cord start"" answered by the document: ""Once you have carefully opened the husk, it is alright to detach the umbilical cord attached to the bean shaped seed from the husk. The seed inside should look tan and fresh like this. and this. not like this. Do not remove the skin from the seed if it does not easily come off to the touch.""? Give an explanation."	false. Explanation:The question is about the location of the umbilical cord. The passage is about removing the umbilical cord from the husk.
1	"Is the question: ""federal correctional institution terre haute"" answered by the document: ""Federal Correctional Institution (FCI) - Terre Haute Medium is a secured facility located at 4200 Bureau Road North Terre Haute, IN 47808. For family and friends trying to contact this facility directly, please call the following phone number(s) 812-238-1531 . You can also send a fax to this facility at 812-238-3301 .""? Give an explanation."	true. Explanation:The question is about Federal Correctional Institution Terre Haute. The passage provides information about the facility.         Let me know if you'd like me to analyze another passage!
0	"Is the question: ""how deep to plant anemones"" answered by the document: ""When thinking about how to grow cauliflower, you should remember that it requires a rich soil and lots of nutrients. When thinking about how to plant cauliflower, you should plant the seeds Â½ to Â¾ inches deep. The rows should be three to six inches apart, with a maximum of eight seeds per 1 foot of row. If the plant bed starts to overcrowd, thin the plants to 1 inch apart in the row. When your plants are ready to be moved outside, plant cauliflower on 8- to 10-inch rows at least 36 inches apart.""? Give an explanation."	false. Explanation:The question is about how deep to plant anemones. The passage is about how to plant cauliflower.
1	"Is the question: ""what does child rearing mean?"" answered by the document: ""Child rearing is just another term for raising children, bringing up children.<br /><br /><br />I would like to add that it is not just the basic food, shelter, clothing triad that keeps children alive, but also the active moulding of character, personality, talents, and emotional and physical well-being of the child.""? Give an explanation."	true. Explanation:The question is what does child rearing mean. The passage defines child rearing as raising children and also includes the active molding of a child's character and well-being.         Let me know if you'd like me to analyze another passage!
0	"Is the question: ""where is the location that doc martin is filmed?"" answered by the document: ""S.T. Coleridge - Free download as Word Doc (.doc / .docx), PDF File (.pdf), Text File (.txt) or read online for free. Scribd is the world's largest social reading and publishing site. Explore""? Give an explanation."	false. Explanation:The question is where is the location that doc martin is filmed. The passage is about S.T. Coleridge.
1	"Is the question: ""what is vital 3"" answered by the document: ""Vital 3Â® is a completely natural product that works with your body to improve joint comfort. Many people using Vital 3Â® have experienced dramatic improvement in joint comfort, flexibility and mobility.ital 3Â® has truly life-changing results for many people. Try it at no risk and see if Vital 3Â® works for you. Vital 3Â® is a safe, natural liquid nutritional supplement designed to improve joint comfort, flexibility and mobility. Instead of masking pain, Vital 3Â® supports improved joint comfort and range of motion.""? Give an explanation."	true. Explanation:The question is what is vital 3. The passage describes what is vital 3.
0	"Is the question: ""what county is oak creek wi located"" answered by the document: ""Mud Creek - Physical Feature (Stream) in Darke County. Mud Creek is a physical feature (stream) in Darke County. The primary coordinates for Mud Creek places it within the OH 45331 ZIP Code delivery area. In the Maps and Aerial Photos section below, you'll find links to: (1) Local area photos around Mud Creek, (2) A listing of the nearest hotels to Mud Creek and (3) Driving Directions to Mud Creek from almost anywhere.""? Give an explanation."	false. Explanation:The question is what county is oak creek wi located. The passage is about Mud Creek in Darke County.
1	"Is the question: ""what percentage of deaf children are born to hearing parents?"" answered by the document: ""Things you should know. 1  There are over 45,000 deaf children living in the UK. 2  90% of deaf children are born to hearing parents with little or no experience of deafness or knowledge of how to communicate with a deaf person. 3  Four babies are born deaf every day. 4  40% of deaf children have additional needs.""? Give an explanation."	true. Explanation:The question is about the percentage of deaf children born to hearing parents. The passage talks about the percentage of deaf children born to hearing parents.
0	"Is the question: ""who first described the double-helix structure of dna?"" answered by the document: ""1 In biology, double helix is a term used to describe the structure of DNA. A DNA double helix consists of two spiral chains of deoxyribonucleic acid. The shape is similar to that of spiral staircase. DNA is a nucleic acid composed of nitrogenous bases (adenine, cytosine, guanine and thymine), a five-carbon sugar (deoxyribose), and phosphate molecules.""? Give an explanation."	false. Explanation:The question is who first described the double helix structure of DNA. The passage describes the structure of DNA but does not mention who first described it.
1	"Is the question: ""average uber ride cost"" answered by the document: ""Average Uber cost: $25.73; Average Lyft cost: $19.20; Average taxi cost: $29.52; As you can see, the average cost of an Uber ride is much less than the average cost of a taxi ride. How much does Lyft cost compared to Uber? The cost of an average Uber and Lyft trip are about the same. On average, the cost per mile is $2, with trips starting at $1 base rates and ranging between $1 and $2 per mile. How do you pay for an Uber?""? Give an explanation."	true. Explanation:The question is about the average Uber ride cost. The passage provides the average Uber ride cost.
0	"Is the question: ""what are omni-directional microphone"" answered by the document: ""RF directional couplers are often used in RF design applications. Directional couplers are RF passive devices used to couple a specific proportion of the power travelling in one transmission line out through another connection or port. Directional couplers find many applications in RF design , ranging from through line power sensors to transmitter automatic levels controls.""? Give an explanation."	false. Explanation:The question is about omni-directional microphone. The passage is about directional couplers.
1	"Is the question: ""is hydroxide a stable anion"" answered by the document: ""A stable hydroxide-conducting membrane based on benzimidazolium hydroxide and its analogous anion-exchange polymer is reported for the first time.""? Give an explanation."	true. Explanation:The question is about the stability of hydroxide as an anion. The passage is about a stable hydroxide-conducting membrane.        Please provide the passage you want me to evaluate.
0	"Is the question: ""types of aggregate fruits"" answered by the document: ""Aggregate (data.frame): Technical Overview. Aggregate is a function in base R which can, as the name suggests, aggregate the inputted data.frame d.f by applying a function specified by the FUN parameter to each column of sub-data.frames defined by the by input parameter. The by parameter has to be a list.""? Give an explanation."	false. Explanation:The question is about types of aggregate fruits. The passage is about R programming.
1	"Is the question: ""fastest passenger jet across transatlantic"" answered by the document: ""A British Airways passenger jet takes off from Heathrow Airport in west London. A British Airways Boeing 777-200 has recorded the fastest transatlantic crossing by a subsonic passenger plane after freak weather conditions helped it break the sound barrier, and travel at ground speeds of up to 745mph.""? Give an explanation."	true. Explanation:The question is about the fastest passenger jet across transatlantic. The passage talks about the fastest transatlantic crossing by a subsonic passenger plane.
0	"Is the question: ""what county is buckhead ga in"" answered by the document: ""Mineral Bluff, GA Real Estate & Homes For Sale. 1  744 Old Loving, Mineral Bluff, GA 30559. 2  387 Granny Hughes Road, Mineral Bluff, GA 30559. 3  54 Copperhead Trl, Mineral Bluff, GA 30559.  43 Logan Dr, Mineral Bluff, GA 1  30559. 191 Twin Springs Road, Mineral Bluff, GA 30559.  194 Twin Springs Rd, Mineral Bluff, GA 30559.""? Give an explanation."	false. Explanation:The question is what county is Buckhead in. The passage is about Mineral Bluff, GA.
1	"Is the question: ""teaching assistant what qualifications do i need"" answered by the document: ""The qualifications you need to be a teaching assistant vary widely within your state and among school districts. Contact your local Board of Education to find the qualification requirements for your area.""? Give an explanation."	true. Explanation:The question is about teaching assistant qualifications. The passage talks about the qualifications requirements for teaching assistant.        Please provide the passage you want me to evaluate.
0	"Is the question: ""does leaving laptop on charge damage battery"" answered by the document: ""If you have a smartphone, tablet, laptop, or another device with a removable battery, this is easy. Youâll just need to purchase a replacement battery designed specifically for your device, power down your device, and then replace the current battery with the new one.or example, if you have a laptop that originally offered eight hour battery life but is now down to four hours, you may not necessarily want to replace the battery. If that four hours is good enough for you, you may want to save your money and put it toward buying a new laptop in the future. Thatâs your decision.""? Give an explanation."	false. Explanation:The question is about laptop battery damage. The passage is about replacing a battery.
1	"Is the question: ""what county is baldwin, ga"" answered by the document: ""Not to be confused with Baldwin, Georgia. Baldwin County is a county located in the U.S. state of Georgia. As of the 2010 census, the population was 46,337. The county seat is Milledgeville. Baldwin County is part of the Milledgeville, GA Micropolitan Statistical Area.""? Give an explanation."	true. Explanation:The question is what county is baldwin, ga. The passage describes Baldwin County, Georgia.
0	"Is the question: ""what is considered rural"" answered by the document: ""Information/Data on Japanese Urban-Rural Population Distribution Conclusions on Japan (Whether Primarily Agricultural, Industrial, or Information Age Re: Urban-Rural Population Distribution) Japan is primarily a information age country. As I mentioned earilier they are however very productive farmers for the amount of land they have to work with.""? Give an explanation."	false. Explanation:The question is about what is considered rural. The passage is about Japan's economic structure.
1	"Is the question: ""neutrophil normal range"" answered by the document: ""Neutrophils Normal Range. Blood tests may include a blood differential test that has the purpose to measure the percentage of each type of white blood cell, including the Neutrophils. This test can also reveal whether there are any immature or abnormal cells.he neutrophils normal range is considered to be between 2500 and 6000. A number of neutrophils lower than the neutrophils normal range also increases the chances of bacterial infections. Neutophils are having a role in preventing infections and for this reason they should stay in the neutrophils normal range.""? Give an explanation."	true. Explanation:The question is about the normal range of neutrophils. The passage describes the normal range of neutrophils.
0	"Is the question: ""symptoms of aminoglycosides"" answered by the document: ""Below are two lists of withdrawal symptoms. The first list is the emotional withdrawal symptoms produced by all drugs. You can experience them whether you have physical withdrawal symptoms or not. The second list is the physical withdrawal symptoms that usually occur with alcohol, opiates, and tranquilizers.earn about Cocaine Withdrawal Symptoms and how to overcome them. Learn the stages of Physical Withdrawal symptoms: emotional withdrawal and psychological withdrawal symptoms of drugs and alcohol.""? Give an explanation."	false. Explanation:The question is about symptoms of aminoglycosides. The passage is about withdrawal symptoms of different drugs.
1	"Is the question: ""symptom of ammonia"" answered by the document: ""Symptoms or Problems of High Ammonia Level. Ammonia is a nitrogen waste compound that is normally excreted in the urine. An elevated blood ammonia is an excessive accumulation of ammonia in the blood. Actually, an imbalance in the ammonia levels in humans can be a sign of many health issues including liver and kidney diseases.""? Give an explanation."	true. Explanation:The question is about symptoms of ammonia. The passage describes symptoms of high ammonia level.
0	"Is the question: ""what are food grade chemicals"" answered by the document: ""Diatomaceous earth is a chalky natural sediment. It is available in food-grade forms and approved for use in the manufacturing and processing of many common food products. The International Programme on Chemical Safety reports no toxic effects from ingestion.""? Give an explanation."	false. Explanation:The question is about food grade chemicals. The passage talks about diatomaceous earth, but does not define food grade chemicals.
1	"Is the question: ""what is lime slurry"" answered by the document: ""Lime slurry is a suspension of calcium hydroxide in water. The product is a user-friendly, cost-effective alkali. Lime slurry is a free-flowing product that is used for a variety of industrial, municipal and environmental applications. The product is also used extensively for the stabilization of expansive clay soils.""? Give an explanation."	true. Explanation:The question is what is lime slurry. The passage describes what is lime slurry.
0	"Is the question: ""what is a facial deformity"" answered by the document: ""General: Facial flushing is usually a symptom of an underlying medical condition or reaction to certain substance. Below are some of the most common causes of facial flushing. Alcohol: Facial flushing may occur after alcohol consumption. This is because alcohol causes the blood vessels to expand. As a result, more blood flows to the face. For unknown reasons, people of Asian decent are more likely to experience alcohol-induced facial flushing.""? Give an explanation."	false. Explanation:The question is about facial deformities. The passage is about facial flushing.
1	"Is the question: ""what draws moles to yard"" answered by the document: ""1 Determine if Moles Are Active: To test mole activity in your yard, go out and stomp down the existing molehills. 2  Then, watch each day to see if the mole pushes them back up again. 3  Forget Grub Control: The popular wisdom used to be, that to get rid of moles, you must get rid of grubs.""? Give an explanation."	true. Explanation:The question is what draws moles to yard. The passage talks about mole activity and how they react to disturbance.
0	"Is the question: ""cost to paint your home"" answered by the document: ""To use this table, work out how big is the surface area of your house that you're wanting to paint or stain (in square metres) and multiply this by the estimated cost per square metre shown below.o use this table, work out how big is the surface area of your house that you're wanting to paint or stain (in square metres) and multiply this by the estimated cost per square metre shown below.""? Give an explanation."	false. Explanation:The question is about the cost to paint your home. The passage is about how to use a table to calculate the cost of painting a house.
1	"Is the question: ""how long to cook beef for"" answered by the document: ""Cook the beef for another 17 minutes per 450g (1lb). This will give you rare beef. For medium cooked beef add 15 minutes more, or for well done beef add 30 minutes more-the additional time is for the whole joint not per 450g / 1lb.You can tell if the joint is cooked to your liking by sticking a skewer into the middle of the joint.If the juices are clear it's well done.his will give you rare beef. For medium cooked beef add 15 minutes more, or for well done beef add 30 minutes more-the additional time is for the whole joint not per 450g / 1lb. You can tell if the joint is cooked to your liking by sticking a skewer into the middle of the joint.""? Give an explanation."	true. Explanation:The question is how long to cook beef. The passage provides a time frame for cooking beef.         Please provide the passage you want me to evaluate.
0	"Is the question: ""types of boat covers"" answered by the document: ""Scope and Duration of the Warranty: This warranty program lasts for the lifetime of your Smith product. This warranty program covers all parts of your Smith product and applies to all types of manufacturing defects or failure.""? Give an explanation."	false. Explanation:The question is about types of boat covers. The passage is about warranty program.
1	"Is the question: ""highest sports team in the world"" answered by the document: ""The Cleveland Cavaliers top the list of the highest-paid sports teams in the world. The Cleveland Cavaliers are the new highest-paid sports team in the world, with players making an average of $8.7 million during the 2016-17 season. This is according to the annual Global Sports Salaries Survey, published by Sporting Intelligence.""? Give an explanation."	true. Explanation:The question is about the highest sports team in the world. The passage talks about the Cleveland Cavaliers as the highest-paid sports team.
0	"Is the question: ""where does the amur leopard live"" answered by the document: ""Adaptation. Snow leopards are amazing creatures that are very well suited for their environment. Numerous parts of their body are specialized for the particularly cold rugged mountains in which they live.The picture below includes circles and rectangles inclosing regions of the catâs body that are specific adaptations that help the snow leopard thrive in its environment.umerous parts of their body are specialized for the particularly cold rugged mountains in which they live. The picture below includes circles and rectangles inclosing regions of the catâs body that are specific adaptations that help the snow leopard thrive in its environment.""? Give an explanation."	false. Explanation:The question is where does the amur leopard live. The passage is about snow leopards and their adaptations.
1	"Is the question: ""what does pu stand for smell"" answered by the document: ""PU is an exaggerated pronunciation of pew, an interjection that is appropriate when you smell something foul.""? Give an explanation."	true. Explanation:The question is what does PU stand for smell. The passage explains that PU is an exaggerated pronunciation of pew, an interjection used when you smell something foul.        Please provide the passage you want me to evaluate.
0	"Is the question: ""how to check my national insurance contributions"" answered by the document: ""You reach State Pension age before 6 April 2016. The basic State Pension is a regular payment from the government that you can get when you reach State Pension age. To get it you must have paid or been credited with National Insurance contributions.The most you can currently get is Â£115.95 per week.The basic State Pension increases every year by whichever is the highest: 1  earnings-the average percentage growth in wages (in Great Britain).o get it you must have paid or been credited with National Insurance contributions. The most you can currently get is Â£115.95 per week. The basic State Pension increases every year by whichever is the highest: 1  earnings-the average percentage growth in wages (in Great Britain).""? Give an explanation."	false. Explanation:The question is about how to check national insurance contributions. The passage is about state pension.
1	"Is the question: ""how many sides does rhombus have"" answered by the document: ""It is also a parallelogram, since it has two pairs of parallel sides. A square has two pairs of parallel sides, four right angles, and all four sides are equal. It is also a rectangle and a parallelogram. A rhombus is defined as a parallelogram with four equal sides.""? Give an explanation."	true. Explanation:The question is how many sides does a rhombus have. The passage describes a rhombus as a parallelogram with four equal sides.
0	"Is the question: ""weight requirements for army female"" answered by the document: ""But for some girls, not balancing the needs of their bodies and their sports can have major consequences. Some girls who play sports or exercise intensely are at risk for a problem called female athlete triad. Female athlete triad is a combination of three conditions: disordered eating, amenorrhea, and osteoporosis. A female athlete can have one, two, or all three parts of the triad. Most girls with female athlete triad try to lose weight as a way to improve their athletic performance.""? Give an explanation."	false. Explanation:The question is about weight requirements for army female. The passage talks about female athlete triad, which is a combination of conditions, not weight requirements.
1	"Is the question: ""what is napo ?"" answered by the document: ""The National Association of Police Organizations (NAPO) is a coalition of police unions and associations from across the United States and was organized for the purpose of advancing the interests of Americaâs law enforcement officers through legislative advocacy, political action and education.""? Give an explanation."	true. Explanation:The question is what is napo. The passage describes the National Association of Police Organizations (NAPO).
0	"Is the question: ""what are the names of the guys in avenged sevenfold"" answered by the document: ""Avenged Sevenfold Release New Song, âDose.â. Now that youâve heard our new original song, âDose,â watch the video on Vevo. Stream it here and check out the evolving playlist for âThe Stageâ here.""? Give an explanation."	false. Explanation:The question is about the names of the guys in avenged sevenfold. The passage is about a new song.
1	"Is the question: ""how often do dogs eat a day"" answered by the document: ""Unless stated otherwise, these amounts are the total that is recommended for your dog over a 24 hour period. Most adult dogs should eat two meals a day (puppies often require three or more feedings), so youâll need to divide the amount in the table by the number of meals you are offering.""? Give an explanation."	true. Explanation:The question is how often do dogs eat a day. The passage talks about the recommended amount of food for a dog over a 24 hour period.         Let me know if you'd like me to analyze another passage!
0	"Is the question: ""transfer skype contacts to skype for business"" answered by the document: ""Step 2: Set up Skype. Android: Once Skype for Android is installed, tap on the app to open it. You will be prompted to sign into your Skype account (or, if you don't have a Skype account, to sign up for one), using your Skype username and password.""? Give an explanation."	false. Explanation:The question is about transferring Skype contacts to Skype for Business. The passage is about setting up Skype for Android.
1	"Is the question: ""what are duffy antigens"" answered by the document: ""The Duffy blood group antigen serves not only as blood group antigen, but also as a receptor for a family of proinflammatory cytokines termed chemokines, and as a receptor for Plasmodium vivax malaria parasites.ndividuals with the Duffy-negative phenotype are resistant to P. vivax invasion, and the molecular mechanism that gives rise to the phenotype Fy(a-b -) in black individuals has been associated with a point mutation - 33TC expressed in homozigosity in the FYB allele [5].""? Give an explanation."	true. Explanation:The question is what are Duffy antigens. The passage describes Duffy antigens and their role in malaria.
0	"Is the question: ""what kind of company is geek squad"" answered by the document: ""Located in Brooks, Kentucky, Geek Squad City is the largest Geek Squad computer repair site at 240,000 square feet. It is also the only Geek Squad site that offers repair of any computer brand regardless of age.""? Give an explanation."	false. Explanation:The question is about the kind of company Geek Squad is. The passage describes the size of a Geek Squad site.
1	"Is the question: ""what is the population of geneva county al"" answered by the document: ""Geneva County is a county of the U.S. state of Alabama. As of the 2010 census, the population was 26,790. Its county seat is Geneva.""? Give an explanation."	true. Explanation:The question is what is the population of Geneva County. The passage provides the population of Geneva County.
0	"Is the question: ""sports physiology definition"" answered by the document: ""Times, Sunday Times (2012) He got a degree in exercise physiology and became a bodybuilder before he got his'absolute chance '. Times, Sunday Times (2009) He has a friendly manner, a ready laugh and an enthusiasm for plant physiology that has blossomed into an interest in the global effects of vegetation.""? Give an explanation."	false. Explanation:The question is about sports physiology definition. The passage is about exercise physiology and plant physiology.
1	"Is the question: ""what is oem and odm service"" answered by the document: ""An original design manufacturer (ODM) is a company that designs and manufactures a product, as specified, that is eventually rebranded by another firm for sale. Such companies allow the firm that owns or licenses the brand to produce products (either as a supplement or solely) without having to engage in the organization or running of a factory.""? Give an explanation."	true. Explanation:The question is about OEM and ODM service. The passage describes what is OEM and ODM service.
0	"Is the question: ""nhl entry level salary"" answered by the document: ""Employee turnover costs typically vary by level within the company based on the level of expertise and training needed. 1  Entry-level positions cost between 30 and 50 percent of the employeeâs annual salary.  Mid-level positions cost upwards of 150 percent of the employeeâs annual salary.""? Give an explanation."	false. Explanation:The question is about NHL entry level salary. The passage talks about employee turnover costs.
